agency_cd	site_no	datetime	148703_00060_00003	148703_00060_00003_cd
5s	15s	20d	14n	10s
USGS	12091500	1939-05-16	100	A
USGS	12091500	1939-05-17	102	A
USGS	12091500	1939-05-18	102	A
USGS	12091500	1939-05-19	100	A
USGS	12091500	1939-05-20	98.0	A
USGS	12091500	1939-05-21	104	A
USGS	12091500	1939-05-22	98.0	A
USGS	12091500	1939-05-23	98.0	A
USGS	12091500	1939-05-24	95.0	A
USGS	12091500	1939-05-25	95.0	A
USGS	12091500	1939-05-26	95.0	A
USGS	12091500	1939-05-27	92.0	A
USGS	12091500	1939-05-28	92.0	A
USGS	12091500	1939-05-29	86.0	A
USGS	12091500	1939-05-30	82.0	A
USGS	12091500	1939-05-31	80.0	A
USGS	12091500	1939-06-01	82.0	A
USGS	12091500	1939-06-02	82.0	A
USGS	12091500	1939-06-03	80.0	A
USGS	12091500	1939-06-04	85.0	A
USGS	12091500	1939-06-05	85.0	A
USGS	12091500	1939-06-06	85.0	A
USGS	12091500	1939-06-07	83.0	A
USGS	12091500	1939-06-08	83.0	A
USGS	12091500	1939-06-09	77.0	A
USGS	12091500	1939-06-10	69.0	A
USGS	12091500	1939-06-11	69.0	A
USGS	12091500	1939-06-12	69.0	A
USGS	12091500	1939-06-13	65.0	A
USGS	12091500	1939-06-14	60.0	A
USGS	12091500	1939-06-15	60.0	A
USGS	12091500	1939-06-16	60.0	A
USGS	12091500	1939-06-17	62.0	A
USGS	12091500	1939-06-18	60.0	A
USGS	12091500	1939-06-19	60.0	A
USGS	12091500	1939-06-20	60.0	A
USGS	12091500	1939-06-21	59.0	A
USGS	12091500	1939-06-22	63.0	A
USGS	12091500	1939-06-23	62.0	A
USGS	12091500	1939-06-24	62.0	A
USGS	12091500	1939-06-25	60.0	A
USGS	12091500	1939-06-26	59.0	A
USGS	12091500	1939-06-27	59.0	A
USGS	12091500	1939-06-28	59.0	A
USGS	12091500	1939-06-29	59.0	A
USGS	12091500	1939-06-30	59.0	A
USGS	12091500	1939-07-01	59.0	A
USGS	12091500	1939-07-02	57.0	A
USGS	12091500	1939-07-03	56.0	A
USGS	12091500	1939-07-04	60.0	A
USGS	12091500	1939-07-05	59.0	A
USGS	12091500	1939-07-06	54.0	A
USGS	12091500	1939-07-07	54.0	A
USGS	12091500	1939-07-08	54.0	A
USGS	12091500	1939-07-09	54.0	A
USGS	12091500	1939-07-10	56.0	A
USGS	12091500	1939-07-11	53.0	A
USGS	12091500	1939-07-12	51.0	A
USGS	12091500	1939-07-13	50.0	A
USGS	12091500	1939-07-14	50.0	A
USGS	12091500	1939-07-15	53.0	A
USGS	12091500	1939-07-16	53.0	A
USGS	12091500	1939-07-17	53.0	A
USGS	12091500	1939-07-18	50.0	A
USGS	12091500	1939-07-19	51.0	A
USGS	12091500	1939-07-20	48.0	A
USGS	12091500	1939-07-21	48.0	A
USGS	12091500	1939-07-22	50.0	A
USGS	12091500	1939-07-23	51.0	A
USGS	12091500	1939-07-24	51.0	A
USGS	12091500	1939-07-25	51.0	A
USGS	12091500	1939-07-26	50.0	A
USGS	12091500	1939-07-27	48.0	A
USGS	12091500	1939-07-28	48.0	A
USGS	12091500	1939-07-29	48.0	A
USGS	12091500	1939-07-30	53.0	A
USGS	12091500	1939-07-31	54.0	A
USGS	12091500	1939-08-01	53.0	A
USGS	12091500	1939-08-02	50.0	A
USGS	12091500	1939-08-03	50.0	A
USGS	12091500	1939-08-04	50.0	A
USGS	12091500	1939-08-05	50.0	A
USGS	12091500	1939-08-06	48.0	A
USGS	12091500	1939-08-07	45.0	A
USGS	12091500	1939-08-08	45.0	A
USGS	12091500	1939-08-09	45.0	A
USGS	12091500	1939-08-10	45.0	A
USGS	12091500	1939-08-11	44.0	A
USGS	12091500	1939-08-12	45.0	A
USGS	12091500	1939-08-13	45.0	A
USGS	12091500	1939-08-14	45.0	A
USGS	12091500	1939-08-15	45.0	A
USGS	12091500	1939-08-16	44.0	A
USGS	12091500	1939-08-17	44.0	A
USGS	12091500	1939-08-18	44.0	A
USGS	12091500	1939-08-19	44.0	A
USGS	12091500	1939-08-20	44.0	A
USGS	12091500	1939-08-21	44.0	A
USGS	12091500	1939-08-22	44.0	A
USGS	12091500	1939-08-23	44.0	A
USGS	12091500	1939-08-24	44.0	A
USGS	12091500	1939-08-25	44.0	A
USGS	12091500	1939-08-26	44.0	A
USGS	12091500	1939-08-27	44.0	A
USGS	12091500	1939-08-28	44.0	A
USGS	12091500	1939-08-29	44.0	A
USGS	12091500	1939-08-30	44.0	A
USGS	12091500	1939-08-31	44.0	A
USGS	12091500	1939-09-01	47.0	A
USGS	12091500	1939-09-02	45.0	A
USGS	12091500	1939-09-03	45.0	A
USGS	12091500	1939-09-04	45.0	A
USGS	12091500	1939-09-05	45.0	A
USGS	12091500	1939-09-06	45.0	A
USGS	12091500	1939-09-07	44.0	A
USGS	12091500	1939-09-08	42.0	A
USGS	12091500	1939-09-09	45.0	A
USGS	12091500	1939-09-10	48.0	A
USGS	12091500	1939-09-11	48.0	A
USGS	12091500	1939-09-12	48.0	A
USGS	12091500	1939-09-13	48.0	A
USGS	12091500	1939-09-14	47.0	A
USGS	12091500	1939-09-15	48.0	A
USGS	12091500	1939-09-16	47.0	A
USGS	12091500	1939-09-17	45.0	A
USGS	12091500	1939-09-18	45.0	A
USGS	12091500	1939-09-19	45.0	A
USGS	12091500	1939-09-20	45.0	A
USGS	12091500	1939-09-21	44.0	A
USGS	12091500	1939-09-22	44.0	A
USGS	12091500	1939-09-23	44.0	A
USGS	12091500	1939-09-24	44.0	A
USGS	12091500	1939-09-25	44.0	A
USGS	12091500	1939-09-26	42.0	A
USGS	12091500	1939-09-27	42.0	A
USGS	12091500	1939-09-28	41.0	A
USGS	12091500	1939-09-29	42.0	A
USGS	12091500	1939-09-30	42.0	A
USGS	12091500	1939-10-01	41.0	A
USGS	12091500	1939-10-02	41.0	A
USGS	12091500	1939-10-03	41.0	A
USGS	12091500	1939-10-04	41.0	A
USGS	12091500	1939-10-05	42.0	A
USGS	12091500	1939-10-06	45.0	A
USGS	12091500	1939-10-07	44.0	A
USGS	12091500	1939-10-08	42.0	A
USGS	12091500	1939-10-09	42.0	A
USGS	12091500	1939-10-10	42.0	A
USGS	12091500	1939-10-11	42.0	A
USGS	12091500	1939-10-12	44.0	A
USGS	12091500	1939-10-13	47.0	A
USGS	12091500	1939-10-14	53.0	A
USGS	12091500	1939-10-15	60.0	A
USGS	12091500	1939-10-16	57.0	A
USGS	12091500	1939-10-17	59.0	A
USGS	12091500	1939-10-18	60.0	A
USGS	12091500	1939-10-19	63.0	A
USGS	12091500	1939-10-20	65.0	A
USGS	12091500	1939-10-21	60.0	A
USGS	12091500	1939-10-22	59.0	A
USGS	12091500	1939-10-23	71.0	A
USGS	12091500	1939-10-24	75.0	A
USGS	12091500	1939-10-25	68.0	A
USGS	12091500	1939-10-26	71.0	A
USGS	12091500	1939-10-27	71.0	A
USGS	12091500	1939-10-28	66.0	A
USGS	12091500	1939-10-29	62.0	A
USGS	12091500	1939-10-30	63.0	A
USGS	12091500	1939-10-31	69.0	A
USGS	12091500	1939-11-01	63.0	A
USGS	12091500	1939-11-02	60.0	A
USGS	12091500	1939-11-03	59.0	A
USGS	12091500	1939-11-04	54.0	A
USGS	12091500	1939-11-05	53.0	A
USGS	12091500	1939-11-06	51.0	A
USGS	12091500	1939-11-07	53.0	A
USGS	12091500	1939-11-08	53.0	A
USGS	12091500	1939-11-09	50.0	A
USGS	12091500	1939-11-10	48.0	A
USGS	12091500	1939-11-11	51.0	A
USGS	12091500	1939-11-12	51.0	A
USGS	12091500	1939-11-13	48.0	A
USGS	12091500	1939-11-14	48.0	A
USGS	12091500	1939-11-15	47.0	A
USGS	12091500	1939-11-16	48.0	A
